match_id,playerName,runsScored,ballsFaced,team,result,opposition
1000887,Imad Wasim,29,36,Pakistan,lose,Australia
1000887,MR Marsh,4,17,Australia,win,Pakistan
1000887,Babar Azam,33,46,Pakistan,lose,Australia
1000887,CA Lynn,16,14,Australia,win,Pakistan
1000887,Umar Akmal,17,25,Pakistan,lose,Australia
1000887,SPD Smith,0,1,Australia,win,Pakistan
1000887,Azhar Ali,24,50,Pakistan,lose,Australia
1000887,GJ Maxwell,60,58,Australia,win,Pakistan
1000887,Mohammad Nawaz (3),1,10,Pakistan,lose,Australia
1000887,MS Wade,100,102,Australia,win,Pakistan
1000887,Mohammad Amir,8,10,Pakistan,lose,Australia
1000887,TM Head,39,39,Australia,win,Pakistan
1000887,Hasan Ali,1,1,Pakistan,lose,Australia
1000887,Wahab Riaz,6,8,Pakistan,lose,Australia
1000887,Mohammad Hafeez,4,8,Pakistan,lose,Australia
1000887,Sharjeel Khan,18,23,Pakistan,lose,Australia
1000887,Mohammad Rizwan,21,44,Pakistan,lose,Australia
1000887,MA Starc,10,8,Australia,win,Pakistan
1000887,DA Warner,7,19,Australia,win,Pakistan
1000887,B Stanlake,1,6,Pakistan,lose,Australia
1000887,JP Faulkner,5,13,Australia,win,Pakistan
1000887,PJ Cummins,15,33,England,lose,Australia
1000889,TM Head,29,31,Australia,lose,Pakistan
1000889,MR Marsh,0,1,Australia,lose,Pakistan
1000889,UT Khawaja,17,21,Australia,lose,Pakistan
1000889,Asad Shafiq,13,29,Pakistan,win,Australia
1000889,Mohammad Hafeez,72,106,Pakistan,win,Australia
1000889,Babar Azam,34,49,Pakistan,win,Australia
1000889,Umar Akmal,18,21,Pakistan,win,Australia
1000889,SPD Smith,60,103,Australia,lose,Pakistan
1000889,Sharjeel Khan,29,33,Pakistan,win,Australia
1000889,DA Warner,16,25,Australia,lose,Pakistan
1000889,PJ Cummins,0,3,England,lose,Australia
1000889,JR Hazlewood,0,3,Australia,lose,Pakistan
1000889,MA Starc,3,5,Australia,lose,Pakistan
1000889,GJ Maxwell,23,26,Australia,lose,Pakistan
1000889,Shoaib Malik,42,55,Pakistan,win,Australia
1000889,MS Wade,35,57,Australia,lose,Pakistan
1000889,JP Faulkner,19,22,Australia,lose,Pakistan
1000891,TM Head,23,25,Australia,win,Pakistan
1000891,Imad Wasim,9,13,Pakistan,lose,Australia
1000891,PSP Handscomb,82,85,Australia,win,Pakistan
1000891,UT Khawaja,9,21,Australia,win,Pakistan
1000891,Asad Shafiq,5,10,Pakistan,lose,Australia
1000891,Mohammad Hafeez,4,15,Pakistan,lose,Australia
1000891,Babar Azam,84,103,Pakistan,lose,Australia
1000891,Mohammad Amir,4,6,Pakistan,lose,Australia
1000891,Umar Akmal,39,52,Pakistan,lose,Australia
1000891,SPD Smith,108,107,Australia,win,Pakistan
1000891,Sharjeel Khan,50,49,Pakistan,lose,Australia
1000891,Mohammad Rizwan,14,19,Pakistan,lose,Australia
1000891,DA Warner,35,38,Australia,win,Pakistan
1000891,Shoaib Malik,39,41,Pakistan,lose,Australia
1000893,TM Head,51,36,Australia,win,Pakistan
1000893,Imad Wasim,25,17,Pakistan,lose,Australia
1000893,Junaid Khan,0,1,Pakistan,lose,Australia
1000893,UT Khawaja,30,49,Australia,win,Pakistan
1000893,Mohammad Hafeez,40,40,Pakistan,lose,Australia
1000893,Babar Azam,31,39,Pakistan,lose,Australia
1000893,Mohammad Amir,5,6,Pakistan,lose,Australia
1000893,Hasan Ali,8,7,Pakistan,lose,Australia
1000893,Umar Akmal,11,25,Pakistan,lose,Australia
1000893,SPD Smith,49,48,Australia,win,Pakistan
1000893,Sharjeel Khan,74,49,Pakistan,lose,Australia
1000893,Mohammad Rizwan,10,12,Pakistan,lose,Australia
1000893,Azhar Ali,7,10,Pakistan,lose,Australia
1000893,DA Warner,130,119,Australia,win,Pakistan
1000893,Shoaib Malik,47,61,Pakistan,lose,Australia
1000893,GJ Maxwell,78,44,Australia,win,Pakistan
1000893,MS Wade,5,6,Australia,win,Pakistan
1000895,TM Head,128,139,Australia,win,Pakistan
1000895,Hasan Ali,13,10,Pakistan,lose,Australia
1000895,PSP Handscomb,1,2,Australia,win,Pakistan
1000895,Mohammad Rizwan,6,7,Pakistan,lose,Australia
1000895,Wahab Riaz,17,21,Pakistan,lose,Australia
1000895,Mohammad Hafeez,3,6,Pakistan,lose,Australia
1000895,Babar Azam,100,115,Pakistan,lose,Australia
1000895,Mohammad Amir,17,14,Pakistan,lose,Australia
1000895,Umar Akmal,46,41,Pakistan,lose,Australia
1000895,SPD Smith,4,2,Australia,win,Pakistan
1000895,Sharjeel Khan,79,71,Pakistan,lose,Australia
1000895,PJ Cummins,1,1,England,lose,Australia
1000895,Azhar Ali,6,9,Pakistan,lose,Australia
1000895,MA Starc,6,5,Australia,win,Pakistan
1000895,DA Warner,179,129,Australia,win,Pakistan
1000895,Shoaib Malik,10,13,Pakistan,lose,Australia
1000895,GJ Maxwell,13,8,Australia,win,Pakistan
1000895,MS Wade,8,7,Australia,win,Pakistan
1000895,JP Faulkner,18,13,Australia,win,Pakistan
1001371,TM Head,52,64,Australia,win,New Zealand
1001371,TWM Latham,2,7,New Zealand,lose,Australia
1001371,A Zampa,2,2,Australia,win,New Zealand
1001371,MR Marsh,1,3,Australia,win,New Zealand
1001371,MJ Santner,0,7,New Zealand,lose,Australia
1001371,MJ Guptill,114,103,New Zealand,lose,Australia
1001371,KS Williamson,9,16,New Zealand,lose,Australia
1001371,SPD Smith,164,161,Australia,win,New Zealand
1001371,JDS Neesham,34,36,New Zealand,lose,Australia
1001371,GJ Bailey,17,25,Australia,win,New Zealand
1001371,AJ Finch,0,1,Australia,win,New Zealand
1001371,BJ Watling,6,13,New Zealand,lose,Australia
1001371,DA Warner,24,30,Australia,win,New Zealand
1001371,PJ Cummins,0,1,England,lose,Australia
1001371,MJ Henry,27,16,Pakistan,lose,Australia
1001371,MA Starc,11,5,Australia,win,New Zealand
1001371,TA Boult,1,1,Pakistan,lose,Australia
1001371,C de Grandhomme,6,8,New Zealand,lose,Australia
1001371,C Munro,49,60,New Zealand,lose,Australia
1001371,MS Wade,38,22,Australia,win,New Zealand
1001371,LH Ferguson,0,3,New Zealand,lose,Australia
1001373,TM Head,57,34,Australia,win,New Zealand
1001373,TWM Latham,4,13,New Zealand,lose,Australia
1001373,MR Marsh,76,41,Australia,win,New Zealand
1001373,MJ Santner,2,6,New Zealand,lose,Australia
1001373,MJ Guptill,45,34,New Zealand,lose,Australia
1001373,KS Williamson,81,80,New Zealand,lose,Australia
1001373,SPD Smith,72,77,Australia,win,New Zealand
1001373,MS Wade,11,5,Australia,win,New Zealand
1001373,GJ Bailey,0,1,Australia,win,New Zealand
1001373,AJ Finch,19,38,Australia,win,New Zealand
1001373,BJ Watling,17,22,New Zealand,lose,Australia
1001373,DA Warner,119,116,Australia,win,New Zealand
1001373,MJ Henry,7,13,Pakistan,lose,Australia
1001373,TG Southee,2,4,New Zealand,lose,Australia
1001373,TA Boult,2,6,Pakistan,lose,Australia
1001373,C de Grandhomme,12,14,New Zealand,lose,Australia
1001373,C Munro,11,12,New Zealand,lose,Australia
1001373,JDS Neesham,74,84,New Zealand,lose,Australia
1001375,TM Head,37,71,Australia,win,New Zealand
1001375,TWM Latham,28,39,New Zealand,lose,Australia
1001375,MR Marsh,0,2,Australia,win,New Zealand
1001375,MJ Santner,15,21,New Zealand,lose,Australia
1001375,MJ Guptill,34,40,New Zealand,lose,Australia
1001375,KS Williamson,13,13,New Zealand,lose,Australia
1001375,SPD Smith,0,8,Australia,win,New Zealand
1001375,LH Ferguson,4,15,New Zealand,lose,Australia
1001375,HM Nicholls,3,11,New Zealand,lose,Australia
1001375,GJ Bailey,23,54,Australia,win,New Zealand
1001375,AJ Finch,3,9,Australia,win,New Zealand
1001375,BJ Watling,8,13,New Zealand,lose,Australia
1001375,DA Warner,156,132,Australia,win,New Zealand
1001375,TG Southee,4,14,New Zealand,lose,Australia
1001375,TA Boult,1,7,Pakistan,lose,Australia
1001375,C de Grandhomme,11,10,New Zealand,lose,Australia
1001375,C Munro,20,38,New Zealand,lose,Australia
1001375,MS Wade,14,24,Australia,win,New Zealand
1001375,JP Faulkner,13,13,Australia,win,New Zealand
1003273,MA Leask,3,7,United Arab Emirates,lose,Scotland
1003273,Rahmat Shah,26,31,Afghanistan,win,Scotland
1003273,BTJ Wheal,0,1,Scotland,lose,Afghanistan
1003273,Noor Ali Zadran,6,20,Afghanistan,win,Scotland
1003273,Mirwais Ashraf,0,1,Afghanistan,win,Scotland
1003273,PL Mommsen,13,17,Scotland,lose,Afghanistan
1003273,Asghar Stanikzai,5,11,Afghanistan,win,Scotland
1003273,Najibullah Zadran,11,28,Afghanistan,win,Scotland
1003273,Mohammad Shahzad,84,94,Afghanistan,win,Scotland
1003273,CD de Lange,20,39,United Arab Emirates,lose,Scotland
1003273,RAJ Smith,10,6,Scotland,lose,Afghanistan
1003273,Mohammad Nabi,14,14,Afghanistan,win,Scotland
1003273,CD Wallace,33,16,Scotland,lose,Afghanistan
1003273,MH Cross,24,21,Scotland,lose,Afghanistan
1003273,SM Sharif,3,4,United Arab Emirates,lose,Scotland
1003273,AC Evans,3,13,United Arab Emirates,lose,Scotland
1003273,Javed Ahmadi,16,33,Afghanistan,win,Scotland
1003273,KJ Coetzer,0,2,Scotland,lose,Afghanistan
1003273,RD Berrington,19,38,Scotland,lose,Afghanistan
1004285,CS MacLeod,102,109,Scotland,win,Hong Kong
1004285,C Carter,15,25,Hong Kong,lose,Scotland
1004285,Ehsan Khan,7,17,Hong Kong,lose,Scotland
1004285,Nadeem Ahmed,14,11,Hong Kong,lose,Scotland
1004285,Anshuman Rath,13,21,Hong Kong,lose,Scotland
1004285,Shahid Wasif,4,8,Hong Kong,lose,Scotland
1004285,CD de Lange,11,19,United Arab Emirates,lose,Scotland
1004285,MA Leask,12,23,United Arab Emirates,lose,Scotland
1004285,Tanveer Ahmed,0,1,Hong Kong,lose,Scotland
1004285,CD Wallace,52,53,Scotland,win,Hong Kong
1004285,MH Cross,13,23,Scotland,win,Hong Kong
1004285,Nizakat Khan,40,56,Hong Kong,lose,Scotland
1004285,Babar Hayat,56,68,Hong Kong,lose,Scotland
1004285,MRJ Watt,1,2,Scotland,win,Hong Kong
1004285,Waqas Khan,8,19,Hong Kong,lose,Scotland
1004285,Tanwir Afzal,20,16,Hong Kong,lose,Scotland
1004285,KJ Coetzer,48,42,Scotland,win,Hong Kong
1004285,Aizaz Khan,25,43,Hong Kong,lose,Scotland
1004285,SM Sharif,2,3,United Arab Emirates,lose,Scotland
1004285,RD Berrington,10,31,Scotland,win,Hong Kong
1007649,TL Chatara,4,10,Zimbabwe,lose,India
1007649,V Sibanda,5,21,Zimbabwe,lose,India
1007649,KL Rahul,100,117,India,win,Zimbabwe
1007649,E Chigumbura,41,66,Zimbabwe,lose,India
1007649,AG Cremer,8,11,Zimbabwe,lose,India
1007649,R Mutumbami,15,28,Zimbabwe,lose,India
1007649,T Muzarabani,1,1,Zimbabwe,lose,India
1007649,AT Rayudu,62,121,India,win,Zimbabwe
1007649,CJ Chibhabha,13,47,Zimbabwe,lose,India
1007649,KK Nair,7,20,India,win,Zimbabwe
1007649,CR Ervine,21,48,Zimbabwe,lose,India
1007649,PJ Moor,3,5,Zimbabwe,lose,India
1007649,Sikandar Raza,23,54,Zimbabwe,lose,India
1007649,H Masakadza,14,21,Zimbabwe,lose,India
1007651,TL Chatara,2,6,Zimbabwe,lose,India
1007651,V Sibanda,53,70,Zimbabwe,lose,India
1007651,AG Cremer,7,17,Zimbabwe,lose,India
1007651,MK Pandey,4,1,India,win,Zimbabwe
1007651,E Chigumbura,0,1,Zimbabwe,lose,India
1007651,KL Rahul,33,50,India,win,Zimbabwe
1007651,R Mutumbami,2,14,Zimbabwe,lose,India
1007651,T Muzarabani,5,10,Zimbabwe,lose,India
1007651,AT Rayudu,41,47,India,win,Zimbabwe
1007651,H Masakadza,9,18,Zimbabwe,lose,India
1007651,KK Nair,39,69,India,win,Zimbabwe
1007651,PJ Moor,1,9,Zimbabwe,lose,India
1007651,Sikandar Raza,16,42,Zimbabwe,lose,India
1007651,CJ Chibhabha,21,26,Zimbabwe,lose,India
1007653,FY Fazal,55,65,India,win,Zimbabwe
1007653,V Sibanda,38,71,Zimbabwe,lose,India
1007653,AG Cremer,0,1,Zimbabwe,lose,India
1007653,T Mupariwa,1,9,Zimbabwe,lose,India
1007653,MN Waller,8,15,Zimbabwe,lose,India
1007653,E Chigumbura,0,1,Zimbabwe,lose,India
1007653,R Mutumbami,4,3,Zimbabwe,lose,India
1007653,T Maruma,17,29,Zimbabwe,lose,India
1007653,H Masakadza,8,20,Zimbabwe,lose,India
1007653,CJ Chibhabha,27,67,Zimbabwe,lose,India
1007653,KL Rahul,63,72,India,win,Zimbabwe
1007653,N Madziva,10,26,Zimbabwe,lose,India
1007653,DT Tiripano,2,17,Zimbabwe,lose,India
1019973,MJ Santner,8,7,New Zealand,win,Bangladesh
1019973,Sabbir Rahman,16,11,Bangladesh,lose,New Zealand
1019973,TWM Latham,137,123,New Zealand,win,Bangladesh
1019973,Mosaddek Hossain,50,48,Bangladesh,lose,New Zealand
1019973,Soumya Sarkar,1,8,Bangladesh,lose,New Zealand
1019973,KS Williamson,31,36,New Zealand,win,Bangladesh
1019973,MJ Guptill,15,19,New Zealand,win,Bangladesh
1019973,Mushfiqur Rahim,42,51,Bangladesh,lose,New Zealand
1019973,Tamim Iqbal,38,62,Bangladesh,lose,New Zealand
1019973,Mahmudullah,0,3,Bangladesh,lose,New Zealand
1019973,NT Broom,22,33,New Zealand,win,Bangladesh
1019973,Shakib Al Hasan,59,59,Bangladesh,lose,New Zealand
1019973,Mashrafe Mortaza,14,11,Bangladesh,lose,New Zealand
1019973,TG Southee,7,5,New Zealand,win,Bangladesh
1019973,L Ronchi,5,6,New Zealand,win,Bangladesh
1019973,C Munro,87,61,New Zealand,win,Bangladesh
1019973,Taskin Ahmed,2,11,India,lose,New Zealand
1019973,JDS Neesham,12,13,New Zealand,win,Bangladesh
1019973,Imrul Kayes,16,22,Bangladesh,lose,New Zealand
1019973,Mustafizur Rahman,0,1,Bangladesh,lose,New Zealand
1019975,MJ Santner,9,17,New Zealand,win,Bangladesh
1019975,Subashis Roy,1,9,Bangladesh,lose,New Zealand
1019975,KS Williamson,14,38,New Zealand,win,Bangladesh
1019975,MJ Guptill,0,4,New Zealand,win,Bangladesh
1019975,Imrul Kayes,59,92,Bangladesh,lose,New Zealand
1019975,Nurul Hasan,24,33,Bangladesh,lose,New Zealand
1019975,TA Boult,12,12,Pakistan,lose,New Zealand
1019975,Mashrafe Mortaza,17,20,Bangladesh,lose,New Zealand
1019975,C Munro,3,7,New Zealand,win,Bangladesh
1019975,JDS Neesham,28,31,New Zealand,win,Bangladesh
1019975,Sabbir Rahman,38,50,Bangladesh,lose,New Zealand
1019975,TWM Latham,22,35,New Zealand,win,Bangladesh
1019975,Mosaddek Hossain,3,8,Bangladesh,lose,New Zealand
1019975,Tamim Iqbal,16,24,Bangladesh,lose,New Zealand
1019975,Tanbir Hayder,2,6,Bangladesh,lose,New Zealand
1019975,Mahmudullah,1,10,Bangladesh,lose,New Zealand
1019975,NT Broom,109,107,New Zealand,win,Bangladesh
1019975,Shakib Al Hasan,7,11,Bangladesh,lose,New Zealand
1019975,TG Southee,3,7,New Zealand,win,Bangladesh
1019975,L Ronchi,35,38,New Zealand,win,Bangladesh
1019975,Taskin Ahmed,0,4,India,lose,New Zealand
1019975,LH Ferguson,4,8,New Zealand,win,Bangladesh
1019977,Sabbir Rahman,19,16,Bangladesh,lose,New Zealand
1019977,TWM Latham,4,7,New Zealand,win,Bangladesh
1019977,Mosaddek Hossain,11,14,Bangladesh,lose,New Zealand
1019977,Imrul Kayes,44,63,Bangladesh,lose,New Zealand
1019977,MJ Guptill,6,5,New Zealand,win,Bangladesh
1019977,Tamim Iqbal,59,92,Bangladesh,lose,New Zealand
1019977,Tanbir Hayder,3,11,Bangladesh,lose,New Zealand
1019977,Mahmudullah,3,7,Bangladesh,lose,New Zealand
1019977,NT Broom,97,99,New Zealand,win,Bangladesh
1019977,Shakib Al Hasan,18,35,Bangladesh,lose,New Zealand
1019977,Nurul Hasan,44,40,Bangladesh,lose,New Zealand
1019977,KS Williamson,95,119,New Zealand,win,Bangladesh
1019977,Mashrafe Mortaza,14,18,Bangladesh,lose,New Zealand
1019977,Taskin Ahmed,4,13,India,lose,New Zealand
1019977,JDS Neesham,28,24,New Zealand,win,Bangladesh
1020013,MJ Santner,7,19,New Zealand,win,Australia
1020013,PSP Handscomb,7,7,Australia,lose,New Zealand
1020013,TWM Latham,7,9,New Zealand,win,Australia
1020013,TM Head,5,15,Australia,lose,New Zealand
1020013,JP Faulkner,25,53,Australia,lose,New Zealand
1020013,MJ Guptill,61,75,New Zealand,win,Australia
1020013,SE Marsh,16,21,Australia,lose,New Zealand
1020013,KS Williamson,24,34,New Zealand,win,Australia
1020013,MP Stoinis,146,121,Australia,lose,New Zealand
1020013,NT Broom,73,78,New Zealand,win,Australia
1020013,MA Starc,3,3,Australia,lose,New Zealand
1020013,AJ Finch,4,7,Australia,lose,New Zealand
1020013,TA Boult,16,7,Pakistan,lose,New Zealand
1020013,PJ Cummins,36,28,England,lose,New Zealand
1020013,SD Heazlett,4,11,Australia,lose,New Zealand
1020013,TG Southee,0,2,New Zealand,win,Australia
1020013,GJ Maxwell,20,24,Australia,lose,New Zealand
1020013,C Munro,2,6,New Zealand,win,Australia
1020013,JDS Neesham,48,45,New Zealand,win,Australia
1020013,LRPL Taylor,16,27,New Zealand,win,Australia
1020013,LH Ferguson,3,6,New Zealand,win,Australia
1020017,MJ Santner,38,34,New Zealand,win,Australia
1020017,PSP Handscomb,0,2,Australia,lose,New Zealand
1020017,JR Hazlewood,4,5,Australia,lose,New Zealand
1020017,A Zampa,1,5,Australia,lose,New Zealand
1020017,TG Southee,10,8,New Zealand,win,Australia
1020017,AJ Finch,56,66,Australia,lose,New Zealand
1020017,TA Boult,1,1,Pakistan,lose,New Zealand
1020017,C Munro,3,9,New Zealand,win,Australia
1020017,JDS Neesham,1,7,New Zealand,win,Australia
1020017,JP Faulkner,0,3,Australia,lose,New Zealand
1020017,TM Head,53,72,Australia,lose,New Zealand
1020017,TWM Latham,0,8,New Zealand,win,Australia
1020017,SE Marsh,22,22,Australia,lose,New Zealand
1020017,KS Williamson,37,42,New Zealand,win,Australia
1020017,DG Brownlie,63,81,New Zealand,win,Australia
1020017,NT Broom,8,12,New Zealand,win,Australia
1020017,PJ Cummins,27,37,England,lose,New Zealand
1020017,MP Stoinis,42,50,Australia,lose,New Zealand
1020017,MA Starc,29,24,Australia,lose,New Zealand
1020017,GJ Maxwell,0,3,Australia,lose,New Zealand
1020017,LRPL Taylor,107,105,New Zealand,win,Australia
1020017,LH Ferguson,0,1,New Zealand,win,Australia
1026847,A Vala,43,42,Papua New Guinea,lose,Hong Kong
1026847,VV Morea,5,10,Papua New Guinea,lose,Hong Kong
1026847,C Carter,16,18,Hong Kong,win,Papua New Guinea
1026847,S Bau,8,15,Papua New Guinea,lose,Hong Kong
1026847,Nadeem Ahmed,6,13,Hong Kong,win,Papua New Guinea
1026847,Nizakat Khan,45,64,Hong Kong,win,Papua New Guinea
1026847,TP Ura,11,15,Papua New Guinea,lose,Hong Kong
1026847,CA Soper,2,9,Papua New Guinea,lose,Hong Kong
1026847,Ehsan Khan,0,1,Hong Kong,win,Papua New Guinea
1026847,N Vanua,0,1,Papua New Guinea,lose,Hong Kong
1026847,L Siaka,36,45,Papua New Guinea,lose,Hong Kong
1026847,WT Gavera,4,6,Papua New Guinea,lose,Hong Kong
1026847,MD Dai,2,8,Papua New Guinea,lose,Hong Kong
1026847,H Hiri,11,39,Papua New Guinea,lose,Hong Kong
1026847,D Bau,34,45,Papua New Guinea,lose,Hong Kong
1026847,KD Shah,9,21,Hong Kong,win,Papua New Guinea
1026847,Shahid Wasif,2,12,Hong Kong,win,Papua New Guinea
1026847,Babar Hayat,77,98,Hong Kong,win,Papua New Guinea
1026847,Aizaz Khan,44,47,Hong Kong,win,Papua New Guinea
1026847,Anshuman Rath,1,2,Hong Kong,win,Papua New Guinea
1026847,Tanwir Afzal,47,32,Hong Kong,win,Papua New Guinea
1026849,VV Morea,1,12,Papua New Guinea,win,Hong Kong
1026849,JB Reva,1,8,Papua New Guinea,win,Hong Kong
1026849,S Bau,40,51,Papua New Guinea,win,Hong Kong
1026849,KD Shah,0,7,Hong Kong,lose,Papua New Guinea
1026849,TP Ura,8,11,Papua New Guinea,win,Hong Kong
1026849,CA Soper,9,21,Papua New Guinea,win,Hong Kong
1026849,L Siaka,22,12,Papua New Guinea,win,Hong Kong
1026849,N Vanua,8,15,Papua New Guinea,win,Hong Kong
1026849,Nizakat Khan,33,40,Hong Kong,lose,Papua New Guinea
1026849,Babar Hayat,0,3,Hong Kong,lose,Papua New Guinea
1026849,Aizaz Khan,3,11,Hong Kong,lose,Papua New Guinea
1026849,Nadeem Ahmed,1,2,Hong Kong,lose,Papua New Guinea
1026849,A Vala,70,88,Papua New Guinea,win,Hong Kong
1026849,Ehsan Khan,27,69,Hong Kong,lose,Papua New Guinea
1026849,MD Dai,14,39,Papua New Guinea,win,Hong Kong
1026849,JJ Atkinson,23,33,Hong Kong,lose,Papua New Guinea
1026849,K Christie,0,3,Hong Kong,lose,Papua New Guinea
1026849,D Bau,3,10,Papua New Guinea,win,Hong Kong
1026849,Shahid Wasif,45,72,Hong Kong,lose,Papua New Guinea
1026849,H Hiri,10,17,Papua New Guinea,win,Hong Kong
1026849,Anshuman Rath,21,37,Hong Kong,lose,Papua New Guinea
1026849,Tanwir Afzal,9,22,Hong Kong,lose,Papua New Guinea
1026851,A Vala,1,5,Papua New Guinea,lose,Hong Kong
1026851,VV Morea,35,70,Papua New Guinea,lose,Hong Kong
1026851,C Carter,9,13,Hong Kong,win,Papua New Guinea
1026851,S Bau,44,57,Papua New Guinea,lose,Hong Kong
1026851,MD Dai,76,62,Papua New Guinea,lose,Hong Kong
1026851,Nizakat Khan,9,12,Hong Kong,win,Papua New Guinea
1026851,TP Ura,20,38,Papua New Guinea,lose,Hong Kong
1026851,CA Soper,16,31,Papua New Guinea,lose,Hong Kong
1026851,L Siaka,11,11,Papua New Guinea,lose,Hong Kong
1026851,D Bau,13,25,Papua New Guinea,lose,Hong Kong
1026851,KD Shah,18,32,Hong Kong,win,Papua New Guinea
1026851,Babar Hayat,82,89,Hong Kong,win,Papua New Guinea
1026851,H Hiri,5,10,Papua New Guinea,lose,Hong Kong
1026851,Anshuman Rath,52,61,Hong Kong,win,Papua New Guinea
1029819,Taskin Ahmed,1,4,India,lose,Bangladesh
1029819,Sabbir Rahman,18,11,Bangladesh,lose,England
1029819,JM Bairstow,0,3,England,win,Bangladesh
1029819,Mosharraf Hossain,7,20,Bangladesh,lose,England
1029819,Tamim Iqbal,17,31,Bangladesh,lose,England
1029819,JC Buttler,63,38,England,win,Bangladesh
1029819,Imrul Kayes,112,125,Bangladesh,lose,England
1029819,Shakib Al Hasan,79,56,Bangladesh,lose,England
1029819,Mahmudullah,25,26,Bangladesh,lose,England
1029819,JM Vince,16,20,England,win,Bangladesh
1029819,MM Ali,6,5,England,win,Bangladesh
1029819,Mushfiqur Rahim,12,13,Bangladesh,lose,England
1029819,JJ Roy,41,41,England,win,Bangladesh
1029819,Shafiul Islam,0,6,Bangladesh,lose,England
1029819,Mashrafe Mortaza,1,5,Bangladesh,lose,England
1029819,Mosaddek Hossain,0,1,Bangladesh,lose,England
1029819,BA Stokes,101,101,England,win,Bangladesh
1029819,CR Woakes,16,15,England,win,Bangladesh
1029819,DJ Willey,0,1,England,win,Bangladesh
1029819,BM Duckett,60,78,England,win,Bangladesh
1029821,Sabbir Rahman,3,21,Bangladesh,win,England
1029821,Nasir Hossain,27,27,Bangladesh,win,England
1029821,Mosaddek Hossain,29,50,Bangladesh,win,England
1029821,AU Rashid,33,45,Pakistan,lose,Bangladesh
1029821,Imrul Kayes,11,18,Bangladesh,win,England
1029821,Mushfiqur Rahim,21,23,Bangladesh,win,England
1029821,Tamim Iqbal,14,31,Bangladesh,win,England
1029821,MM Ali,4,10,England,lose,Bangladesh
1029821,Mahmudullah,75,89,Bangladesh,win,England
1029821,JM Vince,5,10,England,lose,Bangladesh
1029821,Shakib Al Hasan,3,16,Bangladesh,win,England
1029821,JM Bairstow,35,53,England,lose,Bangladesh
1029821,JJ Roy,13,21,England,lose,Bangladesh
1029821,Shafiul Islam,0,1,Bangladesh,win,England
1029821,JC Buttler,57,59,England,lose,Bangladesh
1029821,Mashrafe Mortaza,44,31,Bangladesh,win,England
1029821,BA Stokes,0,5,England,lose,Bangladesh
1029821,CR Woakes,7,9,England,lose,Bangladesh
1029821,DJ Willey,9,33,England,lose,Bangladesh
1029821,JT Ball,28,22,England,lose,Bangladesh
1029821,BM Duckett,0,7,England,lose,Bangladesh
1029823,Sabbir Rahman,49,48,Bangladesh,lose,England
1029823,Nasir Hossain,4,10,Bangladesh,lose,England
1029823,BM Duckett,63,70,England,win,Bangladesh
1029823,MM Ali,1,3,England,win,Bangladesh
1029823,Imrul Kayes,46,60,Bangladesh,lose,England
1029823,Mushfiqur Rahim,67,66,Bangladesh,lose,England
1029823,Tamim Iqbal,45,69,Bangladesh,lose,England
1029823,SW Billings,62,69,England,win,Bangladesh
1029823,Mahmudullah,6,7,Bangladesh,lose,England
1029823,JM Vince,32,37,England,win,Bangladesh
1029823,Shakib Al Hasan,4,11,Bangladesh,lose,England
1029823,JM Bairstow,15,18,England,win,Bangladesh
1029823,JC Buttler,25,26,England,win,Bangladesh
1029823,BA Stokes,47,51,England,win,Bangladesh
1029823,CR Woakes,27,19,England,win,Bangladesh
1029823,Mosaddek Hossain,38,40,Bangladesh,lose,England
1030219,RG Sharma,14,27,India,win,New Zealand
1030219,MJ Santner,0,1,New Zealand,lose,India
1030219,DAJ Bracewell,15,48,New Zealand,lose,India
1030219,MS Dhoni,21,25,India,win,New Zealand
1030219,MK Pandey,17,25,India,win,New Zealand
1030219,IS Sodhi,1,10,New Zealand,lose,India
1030219,CJ Anderson,4,16,New Zealand,lose,India
1030219,MJ Guptill,12,12,New Zealand,lose,India
1030219,KS Williamson,3,9,New Zealand,lose,India
1030219,AM Rahane,33,38,India,win,New Zealand
1030219,L Ronchi,0,3,New Zealand,lose,India
1030219,TG Southee,55,46,New Zealand,lose,India
1030219,TWM Latham,79,100,New Zealand,lose,India
1030219,KM Jadhav,10,12,India,win,New Zealand
1030219,JDS Neesham,10,25,New Zealand,lose,India
1030219,LRPL Taylor,0,1,New Zealand,lose,India
1030219,V Kohli,85,81,India,win,New Zealand
1030221,MJ Santner,9,16,New Zealand,win,India
1030221,MJ Guptill,0,2,New Zealand,win,India
1030221,RG Sharma,15,27,India,lose,New Zealand
1030221,CJ Anderson,21,32,New Zealand,win,India
1030221,TA Boult,5,4,Pakistan,lose,India
1030221,HH Pandya,36,32,India,lose,New Zealand
1030221,KM Jadhav,41,37,India,lose,New Zealand
1030221,V Kohli,9,13,India,lose,New Zealand
1030221,AP Devcich,7,6,New Zealand,win,India
1030221,TWM Latham,46,47,New Zealand,win,India
1030221,MK Pandey,19,25,India,lose,New Zealand
1030221,MS Dhoni,39,66,India,lose,New Zealand
1030221,A Mishra,1,4,India,lose,New Zealand
1030221,KS Williamson,118,130,New Zealand,win,India
1030221,UT Yadav,18,25,India,lose,New Zealand
1030221,AM Rahane,28,50,India,lose,New Zealand
1030221,AR Patel,17,25,India,lose,New Zealand
1030221,MJ Henry,6,12,Pakistan,lose,India
1030221,TG Southee,0,2,New Zealand,win,India
